0,255
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,2
645,9
646,15
647,21
648,26
649,30
650,33
651,36
652,38
653,41
654,43
655,44
656,46
657,48
658,50
659,50
660,51
661,52
662,52
663,52
664,53
665,53
666,53
667,53
668,52
669,52
670,52
671,51
672,51
673,50
674,49
675,49
676,49
677,49
678,48
679,48
680,47
681,48
682,47
683,47
684,47
685,47
686,47
687,46
688,46
689,46
690,46
691,45
692,45
693,45
694,44
695,44
696,44
697,43
698,43
699,43
700,42
701,42
702,43
703,42
704,42
705,43
706,43
707,43
708,44
709,44
710,45
711,46
712,46
713,46
714,47
715,48
716,48
717,48
718,48
719,49
720,49
721,50
722,49
723,50
724,50
725,49
726,49
727,49
728,49
729,49
730,49
731,48
732,48
733,48
734,47
735,47
736,46
737,46
738,45
739,45
740,45
741,44
742,43
743,43
744,43
745,42
746,42
747,41
748,40
749,40
750,39
751,39
752,39
753,39
754,38
755,38
756,38
757,37
758,37
759,37
760,37
761,36
762,37
763,36
764,36
765,36
766,36
767,36
768,36
769,36
770,36
771,36
772,36
773,36
774,37
775,36
776,37
777,36
778,37
779,37
780,37
781,38
782,39
783,39
784,40
785,40
786,40
787,40
788,41
789,41
790,41
791,42
792,42
793,42
794,42
795,43
796,42
797,43
798,43
799,43
800,43
801,43
802,43
803,43
804,43
805,43
806,43
807,44
808,45
809,46
810,47
811,50
812,52
813,55
814,57
815,60
816,63
817,66
818,68
819,70
820,73
821,75
822,78
823,80
824,82
825,84
826,86
827,87
828,88
829,90
830,91
831,91
832,92
833,93
834,93
835,94
836,94
837,93
838,94
839,94
840,94
841,93
842,93
843,93
844,92
845,92
846,92
847,91
848,91
849,91
850,91
851,91
852,91
853,91
854,91
855,91
856,91
857,91
858,91
859,92
860,92
861,92
862,91
863,92
864,91
865,91
866,90
867,90
868,90
869,89
870,88
871,88
872,88
873,87
874,87
875,87
876,87
877,87
878,87
879,87
880,87
881,86
882,87
883,87
884,87
885,88
886,88
887,88
888,88
889,88
890,89
891,89
892,89
893,89
894,89
895,89
896,89
897,89
898,88
899,88
900,88
901,88
902,87
903,87
904,86
905,86
906,85
907,85
908,85
909,84
910,84
911,83
912,83
913,82
914,81
915,81
916,80
917,79
918,79
919,78
920,78
921,77
922,76
923,76
924,75
925,75
926,74
927,74
928,73
929,72
930,72
931,72
932,71
933,70
934,70
935,69
936,69
937,69
938,68
939,68
940,68
941,67
942,67
943,67
944,67
945,66
946,66
947,66
948,66
949,66
950,65
951,65
952,65
953,65
954,65
955,65
956,65
957,64
958,64
959,64
960,63
961,63
962,63
963,63
964,62
965,61
966,61
967,61
968,61
969,60
970,60
971,59
972,58
973,58
974,57
975,57
976,57
977,56
978,55
979,55
980,54
981,53
982,53
983,52
984,52
985,52
986,52
987,52
988,52
989,54
990,56
991,59
992,63
993,68
994,73
995,78
996,82
997,86
998,89
999,92
1000,95
1001,98
1002,100
1003,103
1004,106
1005,108
1006,110
1007,112
1008,114
1009,116
1010,117
1011,119
1012,120
1013,121
1014,121
1015,122
1016,123
1017,124
1018,123
1019,124
1020,124
1021,124
1022,124
1023,124
1024,124
1025,124
1026,124
1027,124
1028,124
1029,124
1030,125
1031,124
1032,125
1033,125
1034,125
1035,125
1036,125
1037,125
1038,125
1039,125
1040,125
1041,125
1042,125
1043,125
1044,124
1045,123
1046,123
1047,123
1048,122
1049,121
1050,121
1051,120
1052,120
1053,120
1054,119
1055,119
1056,118
1057,118
1058,117
1059,117
1060,117
1061,117
1062,117
1063,117
1064,117
1065,117
1066,117
1067,118
1068,118
1069,118
1070,117
1071,118
1072,118
1073,118
1074,118
1075,119
1076,118
1077,118
1078,117
1079,118
1080,117
1081,117
1082,117
1083,117
1084,116
1085,117
1086,116
1087,115
1088,115
1089,114
1090,114
1091,113
1092,113
1093,112
1094,112
1095,112
1096,111
1097,111
1098,110
1099,109
1100,108
1101,108
1102,107
1103,107
1104,106
1105,105
1106,105
1107,104
1108,103
1109,103
1110,102
1111,102
1112,102
1113,102
1114,101
1115,101
1116,100
1117,100
1118,100
1119,99
1120,99
1121,98
1122,98
1123,98
1124,98
1125,97
1126,97
1127,97
1128,97
1129,96
1130,96
1131,96
1132,96
1133,96
1134,95
1135,95
1136,95
1137,95
1138,94
1139,94
1140,94
1141,94
1142,94
1143,93
1144,93
1145,93
1146,93
1147,92
1148,91
1149,91
1150,90
1151,90
1152,90
1153,89
1154,89
1155,88
1156,88
1157,88
1158,87
1159,88
1160,89
1161,91
1162,93
1163,95
1164,98
1165,101
1166,103
1167,107
1168,109
1169,112
1170,115
1171,118
1172,121
1173,123
1174,127
1175,129
1176,131
1177,134
1178,136
1179,138
1180,140
1181,142
1182,144
1183,145
1184,147
1185,148
1186,149
1187,149
1188,150
1189,150
1190,151
1191,151
1192,151
1193,151
1194,151
1195,152
1196,152
1197,152
1198,152
1199,152
1200,151
1201,152
1202,152
1203,152
1204,152
1205,152
1206,152
1207,152
1208,152
1209,152
1210,153
1211,152
1212,152
1213,152
1214,152
1215,151
1216,151
1217,150
1218,150
1219,149
1220,148
1221,147
1222,146
1223,146
1224,145
1225,144
1226,143
1227,143
1228,142
1229,142
1230,142
1231,141
1232,141
1233,141
1234,141
1235,141
1236,141
1237,141
1238,141
1239,141
1240,140
1241,140
1242,140
1243,140
1244,140
1245,140
1246,140
1247,140
1248,140
1249,139
1250,139
1251,139
1252,139
1253,138
1254,138
1255,138
1256,137
1257,137
1258,136
1259,135
1260,135
1261,135
1262,134
1263,134
1264,133
1265,132
1266,131
1267,131
1268,130
1269,131
1270,130
1271,129
1272,128
1273,128
1274,127
1275,127
1276,126
1277,126
1278,125
1279,125
1280,124
1281,123
1282,123
1283,122
1284,122
1285,121
1286,121
1287,120
1288,120
1289,119
1290,119
1291,118
1292,118
1293,117
1294,117
1295,116
1296,116
1297,115
1298,115
1299,115
1300,114
1301,113
1302,113
1303,113
1304,112
1305,112
1306,111
1307,111
1308,110
1309,110
1310,110
1311,109
1312,109
1313,108
1314,108
1315,107
1316,106
1317,106
1318,106
1319,105
1320,104
1321,103
1322,103
1323,102
1324,102
1325,101
1326,101
1327,100
1328,100
1329,99
1330,98
1331,97
1332,97
1333,96
1334,96
1335,95
1336,94
1337,94
1338,94
1339,94
1340,95
1341,97
1342,98
1343,101
1344,103
1345,106
1346,109
1347,112
1348,115
1349,118
1350,120
1351,123
1352,126
1353,129
1354,132
1355,135
1356,137
1357,139
1358,141
1359,144
1360,145
1361,147
1362,148
1363,149
1364,151
1365,152
1366,153
1367,153
1368,155
1369,155
1370,155
1371,155
1372,156
1373,155
1374,156
1375,156
1376,156
1377,156
1378,156
1379,157
1380,157
1381,157
1382,157
1383,157
1384,158
1385,158
1386,158
1387,158
1388,159
1389,159
1390,159
1391,159
1392,159
1393,159
1394,159
1395,158
1396,158
1397,158
1398,157
1399,156
1400,156
1401,155
1402,154
1403,153
1404,153
1405,152
1406,152
1407,151
1408,150
1409,149
1410,149
1411,149
1412,148
1413,148
1414,148
1415,148
1416,148
1417,148
1418,147
1419,147
1420,147
1421,147
1422,147
1423,147
1424,147
1425,147
1426,147
1427,147
1428,146
1429,146
1430,145
1431,146
1432,145
1433,145
1434,144
1435,144
1436,143
1437,143
1438,142
1439,142
1440,142
1441,141
1442,141
1443,140
1444,139
1445,139
1446,138
1447,137
1448,136
1449,136
1450,135
1451,135
1452,134
1453,133
1454,133
1455,132
1456,131
1457,131
1458,131
1459,130
1460,129
1461,129
1462,128
1463,128
1464,127
1465,127
1466,126
1467,125
1468,125
1469,125
1470,124
1471,124
1472,123
1473,122
1474,122
1475,122
1476,121
1477,121
1478,120
1479,120
1480,119
1481,119
1482,118
1483,118
1484,118
1485,117
1486,117
1487,116
1488,116
1489,116
1490,116
1491,115
1492,115
1493,114
1494,114
1495,113
1496,113
1497,113
1498,112
1499,112
1500,111
1501,111
1502,110
1503,110
1504,109
1505,109
1506,108
1507,108
1508,107
1509,107
1510,106
1511,105
1512,104
1513,104
1514,104
1515,103
1516,103
1517,102
1518,102
1519,101
1520,102
1521,101
1522,102
1523,103
1524,105
1525,107
1526,109
1527,111
1528,114
1529,116
1530,119
1531,122
1532,125
1533,128
1534,131
1535,134
1536,137
1537,140
1538,142
1539,145
1540,147
1541,148
1542,150
1543,152
1544,153
1545,155
1546,155
1547,157
1548,158
1549,159
1550,159
1551,160
1552,160
1553,161
1554,161
1555,162
1556,162
1557,162
1558,163
1559,162
1560,163
1561,164
1562,164
1563,164
1564,165
1565,165
1566,166
1567,166
1568,166
1569,167
1570,167
1571,168
1572,168
1573,168
1574,168
1575,168
1576,168
